0,1,2,3,4,5,6
429_155,28.49315068,11.50684932,21.91780822,38.08219178,0,-1
443_225,13.15068493,12.60273973,39.17808219,35.06849315,0,-1
443_226,7.671232877,20.82191781,35.89041096,35.61643836,0,-1
448_263,16.43835616,23.28767123,30.95890411,29.31506849,0,-1
450_242,32.05479452,11.78082192,14.24657534,41.91780822,0,-1
470_191,44.10958904,1.369863014,53.15068493,1.369863014,0,-1
470_195,29.8630137,22.19178082,33.97260274,13.97260274,0,-1
470_205,26.84931507,13.97260274,33.42465753,25.75342466,0,-1
471_191,44.10958904,4.109589041,48.49315068,3.287671233,0,-1
471_195,41.36986301,8.219178082,7.123287671,43.28767123,0,-1
471_207,43.83561644,6.575342466,44.93150685,4.657534247,0,-1
472_191,44.10958904,2.465753425,50.68493151,2.739726027,0,-1
472_192,44.38356164,6.02739726,45.47945205,4.109589041,0,-1
472_193,43.83561644,7.671232877,14.52054795,33.97260274,0,-1
472_196,43.83561644,5.753424658,3.287671233,47.12328767,0,-1
472_200,44.65753425,6.575342466,7.397260274,41.36986301,0,-1
472_206,43.83561644,9.315068493,7.123287671,39.7260274,0,-1
472_470,43.83561644,7.397260274,7.945205479,40.82191781,0,-1
473_191,44.38356164,4.383561644,48.49315068,2.739726027,0,-1
474_193,10.95890411,17.53424658,39.17808219,32.32876712,0,-1
474_198,6.849315068,18.63013699,40,34.52054795,0,-1
474_473,10.95890411,14.79452055,37.80821918,36.43835616,0,-1
475_200,37.80821918,17.80821918,14.24657534,30.1369863,0,-1
476_200,24.38356164,18.08219178,27.94520548,29.5890411,0,-1
476_473,23.28767123,10.68493151,37.53424658,28.49315068,0,-1
476_474,23.28767123,18.35616438,30.95890411,27.39726027,0,-1
477_191,44.10958904,1.917808219,53.69863014,0.273972603,0,-1
481_480,28.21917808,11.78082192,36.16438356,23.83561644,0,-1
487_271,29.8630137,15.61643836,21.64383562,32.87671233,0,-1
487_275,12.05479452,18.63013699,35.61643836,33.69863014,0,-1
491_271,22.19178082,16.16438356,33.15068493,28.49315068,0,-1
495_130,43.56164384,2.465753425,52.32876712,1.643835616,0,-1
511_510,0.273972603,22.73972603,39.17808219,37.80821918,0,-1
513_451,12.05479452,21.09589041,35.34246575,31.50684932,0,-1
525_164,23.01369863,14.52054795,32.87671233,29.5890411,0,-1
527_404,13.69863014,23.56164384,35.34246575,27.39726027,0,-1
534_109,23.28767123,16.98630137,31.23287671,28.49315068,0,-1
536_242,39.7260274,12.32876712,15.34246575,32.60273973,0,-1
537_242,32.05479452,12.87671233,16.16438356,38.90410959,0,-1
537_536,7.671232877,20.2739726,38.35616438,33.69863014,0,-1
538_242,32.87671233,17.53424658,13.97260274,35.61643836,0,-1
538_537,0.273972603,30.1369863,38.35616438,31.23287671,0,-1
541_348,13.69863014,13.69863014,40.54794521,32.05479452,0,-1
564_258,7.671232877,18.08219178,40,34.24657534,0,-1
576_191,44.10958904,3.835616438,50.4109589,1.643835616,0,-1
576_193,6.301369863,20,39.45205479,34.24657534,0,-1
576_195,29.8630137,19.17808219,23.28767123,27.67123288,0,-1
576_473,6.301369863,15.34246575,41.91780822,36.43835616,0,-1
587_584,21.36986301,14.52054795,35.34246575,28.76712329,0,-1
597_29,34.24657534,14.79452055,25.75342466,25.20547945,0,-1
602_452,6.02739726,20,39.7260274,34.24657534,0,-1
616_299,22.19178082,13.69863014,36.98630137,27.12328767,0,-1
620_223,30.68493151,10.1369863,36.71232877,22.46575342,0,-1
622_353,40.2739726,4.931506849,18.08219178,36.71232877,0,-1
624_288,32.32876712,13.15068493,40.2739726,14.24657534,0,-1
643_140,28.49315068,13.42465753,37.80821918,20.2739726,0,-1
651_237,17.80821918,16.43835616,36.71232877,29.04109589,0,-1
656_241,32.32876712,13.15068493,15.89041096,38.63013699,0,-1
656_307,40.82191781,14.52054795,10.68493151,33.97260274,0,-1
656_536,25.20547945,19.7260274,26.30136986,28.76712329,0,-1
670_247,19.45205479,13.69863014,35.89041096,30.95890411,0,-1
102_57,18.35616438,17.53424658,42.46575342,21.64383562,1,2
106_11,64.93150685,1.095890411,33.69863014,0.273972603,1,0
106_2,69.04109589,1.643835616,29.04109589,0.273972603,1,0
106_84,64.10958904,0.273972603,35.34246575,0.273972603,1,0
113_112,7.123287671,12.87671233,14.79452055,65.20547945,1,3
114_113,5.753424658,9.04109589,7.123287671,78.08219178,1,3
115_113,15.61643836,13.15068493,42.19178082,29.04109589,1,2
115_114,12.60273973,7.123287671,76.98630137,3.287671233,1,2
116_115,15.61643836,10.68493151,11.23287671,62.46575342,1,3
117_114,13.42465753,2.739726027,3.01369863,80.82191781,1,3
117_115,20.54794521,0.547945205,0.273972603,78.63013699,1,3
118_115,23.83561644,12.87671233,16.43835616,46.84931507,1,3
118_117,26.84931507,2.191780822,69.04109589,1.917808219,1,2
125_98,23.01369863,10.95890411,50.68493151,15.34246575,1,2
12_6,9.863013699,9.04109589,4.657534247,76.43835616,1,3
12_7,11.23287671,15.34246575,36.43835616,36.98630137,1,3
130_123,27.39726027,9.863013699,22.19178082,40.54794521,1,3
131_108,82.19178082,0.821917808,0.273972603,16.71232877,1,0
137_136,31.78082192,11.78082192,44.10958904,12.32876712,1,2
145_113,9.315068493,14.24657534,49.5890411,26.84931507,1,2
145_144,15.34246575,4.109589041,2.739726027,77.80821918,1,3
146_113,10.68493151,12.32876712,18.08219178,58.90410959,1,3
146_115,11.23287671,12.05479452,10.68493151,66.02739726,1,3
146_116,12.05479452,17.26027397,34.79452055,35.89041096,1,3
146_117,16.98630137,3.287671233,76.71232877,3.01369863,1,2
148_12,10.95890411,15.34246575,35.06849315,38.63013699,1,3
148_5,1.643835616,9.863013699,7.945205479,80.54794521,1,3
148_53,1.369863014,17.53424658,12.60273973,68.49315068,1,3
148_6,1.369863014,10.68493151,5.753424658,82.19178082,1,3
148_78,1.643835616,11.50684932,8.493150685,78.35616438,1,3
153_152,0.821917808,9.589041096,17.53424658,72.05479452,1,3
157_148,3.835616438,10.95890411,15.61643836,69.5890411,1,3
165_164,26.30136986,11.78082192,24.93150685,36.98630137,1,3
168_166,26.57534247,3.287671233,7.123287671,63.01369863,1,3
175_174,58.08219178,1.369863014,0.547945205,40,1,0
178_176,40.82191781,13.15068493,31.78082192,14.24657534,1,0
186_182,20.82191781,4.109589041,3.01369863,72.05479452,1,3
186_39,13.42465753,13.42465753,56.98630137,16.16438356,1,2
187_38,6.301369863,19.45205479,50.4109589,23.83561644,1,2
192_191,44.65753425,9.589041096,29.04109589,16.71232877,1,0
193_192,13.15068493,11.50684932,65.75342466,9.589041096,1,2
194_193,91.78082192,2.191780822,4.657534247,1.369863014,1,0
195_192,30.4109589,6.301369863,57.80821918,5.479452055,1,2
196_191,44.10958904,1.643835616,54.24657534,0,1,2
196_192,13.97260274,3.287671233,79.7260274,3.01369863,1,2
197_191,44.10958904,9.315068493,29.5890411,16.98630137,1,0
197_192,11.23287671,14.79452055,32.32876712,41.64383562,1,3
198_192,10.4109589,10.1369863,68.21917808,11.23287671,1,2
198_193,7.671232877,18.08219178,43.28767123,30.95890411,1,2
198_195,41.91780822,13.97260274,27.12328767,16.98630137,1,0
198_196,12.05479452,16.43835616,14.52054795,56.98630137,1,3
198_197,11.50684932,8.767123288,72.87671233,6.849315068,1,2
199_192,81.64383562,2.191780822,15.34246575,0.821917808,1,0
199_193,81.64383562,4.383561644,9.863013699,4.109589041,1,0
199_195,81.64383562,3.01369863,9.863013699,5.479452055,1,0
199_196,81.64383562,3.561643836,4.931506849,9.863013699,1,0
199_197,81.64383562,1.095890411,16.16438356,1.095890411,1,0
200_192,10.4109589,8.219178082,74.79452055,6.575342466,1,2
200_198,4.931506849,21.64383562,50.1369863,23.28767123,1,2
203_192,11.50684932,7.671232877,76.43835616,4.383561644,1,2
203_193,12.87671233,15.89041096,45.20547945,26.02739726,1,2
203_195,41.36986301,13.15068493,26.57534247,18.90410959,1,0
203_196,12.32876712,19.17808219,16.43835616,52.05479452,1,3
203_197,11.50684932,7.397260274,76.16438356,4.931506849,1,2
203_200,11.23287671,21.64383562,28.76712329,38.35616438,1,3
204_192,13.42465753,8.767123288,71.78082192,6.02739726,1,2
204_193,10.1369863,18.08219178,47.12328767,24.65753425,1,2
204_195,41.36986301,14.79452055,26.02739726,17.80821918,1,0
204_196,11.23287671,21.64383562,17.53424658,49.5890411,1,3
204_197,13.15068493,6.575342466,75.34246575,4.931506849,1,2
204_200,5.205479452,21.91780822,29.31506849,43.56164384,1,3
205_198,19.7260274,17.53424658,27.94520548,34.79452055,1,3
205_200,18.90410959,23.28767123,22.19178082,35.61643836,1,3
205_203,25.47945205,12.87671233,20.2739726,41.36986301,1,3
205_204,18.08219178,15.34246575,23.56164384,43.01369863,1,3
206_193,13.69863014,15.34246575,44.93150685,26.02739726,1,2
206_196,13.97260274,16.71232877,16.71232877,52.60273973,1,3
206_197,11.50684932,6.02739726,79.7260274,2.739726027,1,2
206_205,26.84931507,14.24657534,40,18.90410959,1,2
207_191,44.38356164,9.04109589,17.80821918,28.76712329,1,0
207_198,44.10958904,1.095890411,0,54.79452055,1,3
207_203,43.83561644,0.547945205,1.095890411,54.52054795,1,3
212_103,81.91780822,4.109589041,5.753424658,8.219178082,1,0
212_109,82.19178082,1.917808219,11.78082192,4.109589041,1,0
212_134,82.19178082,1.917808219,3.01369863,12.87671233,1,0
219_218,16.98630137,15.61643836,49.31506849,18.08219178,1,2
226_225,13.15068493,17.26027397,42.46575342,27.12328767,1,2
235_234,10.1369863,14.79452055,64.38356164,10.68493151,1,2
236_234,9.589041096,13.15068493,12.05479452,65.20547945,1,3
236_235,10.4109589,3.561643836,2.739726027,83.28767123,1,3
237_235,15.89041096,16.98630137,24.93150685,42.19178082,1,3
241_240,21.64383562,7.397260274,63.28767123,7.671232877,1,2
243_218,24.10958904,0.547945205,0.547945205,74.79452055,1,3
243_219,15.06849315,0.821917808,1.643835616,82.46575342,1,3
249_247,18.63013699,8.493150685,68.21917808,4.657534247,1,2
249_248,9.863013699,7.397260274,75.06849315,7.671232877,1,2
251_248,15.06849315,22.46575342,40,22.46575342,1,2
251_250,10.1369863,22.19178082,27.94520548,39.7260274,1,3
254_27,11.78082192,8.219178082,23.83561644,56.16438356,1,3
259_258,10.68493151,10.4109589,66.57534247,12.32876712,1,2
260_257,32.32876712,5.753424658,56.16438356,5.753424658,1,2
260_259,19.7260274,11.78082192,20.82191781,47.67123288,1,3
261_258,21.36986301,9.863013699,4.657534247,64.10958904,1,3
261_259,24.38356164,1.917808219,1.369863014,72.32876712,1,3
263_257,41.09589041,1.917808219,55.61643836,1.369863014,1,2
263_259,26.30136986,8.493150685,56.71232877,8.493150685,1,2
263_260,25.47945205,14.24657534,38.63013699,21.64383562,1,2
263_261,30.1369863,5.753424658,60.54794521,3.561643836,1,2
267_192,83.56164384,0.547945205,15.34246575,0.547945205,1,0
267_193,83.56164384,4.931506849,10.68493151,0.821917808,1,0
267_195,83.56164384,4.109589041,10.1369863,2.191780822,1,0
267_196,83.56164384,1.643835616,6.575342466,8.219178082,1,0
267_197,83.56164384,0.821917808,15.34246575,0.273972603,1,0
267_200,83.56164384,4.109589041,7.671232877,4.657534247,1,0
267_205,83.56164384,4.657534247,8.767123288,3.01369863,1,0
267_207,83.56164384,0,16.43835616,0,1,0
268_45,28.49315068,2.191780822,68.21917808,1.095890411,1,2
268_46,21.09589041,10.1369863,60.2739726,8.493150685,1,2
268_47,23.56164384,3.561643836,69.5890411,3.287671233,1,2
268_54,10.68493151,11.23287671,16.43835616,61.64383562,1,3
270_114,36.71232877,1.369863014,0.821917808,61.09589041,1,3
270_115,38.90410959,0,0,61.09589041,1,3
270_116,35.34246575,0.273972603,0,64.38356164,1,3
270_117,40.54794521,10.1369863,19.17808219,30.1369863,1,0
270_118,41.64383562,0.273972603,0,58.08219178,1,3
270_146,35.34246575,0.821917808,0.273972603,63.56164384,1,3
272_271,21.91780822,19.7260274,19.45205479,38.90410959,1,3
273_272,14.79452055,22.46575342,41.91780822,20.82191781,1,2
274_271,26.84931507,14.24657534,19.17808219,39.7260274,1,3
274_272,10.95890411,17.53424658,35.61643836,35.89041096,1,3
275_272,5.479452055,29.5890411,39.45205479,25.47945205,1,2
275_274,9.589041096,23.28767123,53.15068493,13.97260274,1,2
278_276,12.05479452,11.50684932,63.01369863,13.42465753,1,2
281_279,28.49315068,4.383561644,64.38356164,2.739726027,1,2
282_116,29.31506849,4.657534247,63.28767123,2.739726027,1,2
282_118,36.98630137,2.191780822,59.45205479,1.369863014,1,2
282_119,34.52054795,14.79452055,27.12328767,23.56164384,1,0
286_76,59.7260274,0.273972603,0.547945205,39.45205479,1,0
288_287,29.8630137,0.273972603,0,69.8630137,1,3
291_287,10.95890411,0.821917808,0,88.21917808,1,3
295_290,21.91780822,2.191780822,1.917808219,73.97260274,1,3
298_297,14.79452055,0.547945205,84.38356164,0.273972603,1,2
299_290,21.36986301,5.753424658,7.123287671,65.75342466,1,3
299_295,14.52054795,4.383561644,79.45205479,1.643835616,1,2
300_125,17.53424658,15.61643836,30.95890411,35.89041096,1,3
300_212,80.54794521,3.01369863,3.01369863,13.42465753,1,0
303_290,20.54794521,3.561643836,2.191780822,73.69863014,1,3
303_295,15.34246575,9.589041096,58.08219178,16.98630137,1,2
304_106,66.57534247,9.315068493,12.87671233,11.23287671,1,0
304_111,48.76712329,7.123287671,34.52054795,9.589041096,1,0
304_125,51.78082192,6.02739726,38.35616438,3.835616438,1,0
305_241,20.54794521,14.79452055,18.08219178,46.57534247,1,3
305_242,41.36986301,10.95890411,18.63013699,29.04109589,1,0
306_241,16.43835616,21.36986301,39.7260274,22.46575342,1,2
306_305,18.63013699,13.15068493,55.34246575,12.87671233,1,2
307_241,20.54794521,22.19178082,34.52054795,22.73972603,1,2
307_242,33.15068493,17.26027397,27.94520548,21.64383562,1,0
307_305,29.31506849,13.69863014,44.38356164,12.60273973,1,2
307_306,25.20547945,18.08219178,20.2739726,36.43835616,1,3
314_140,28.49315068,7.123287671,5.205479452,59.17808219,1,3
314_141,6.02739726,12.60273973,20,61.36986301,1,3
318_18,13.42465753,10.4109589,12.87671233,63.28767123,1,3
318_221,23.56164384,4.931506849,5.753424658,65.75342466,1,3
318_222,16.16438356,5.479452055,3.287671233,75.06849315,1,3
318_316,18.08219178,6.849315068,1.643835616,73.42465753,1,3
320_124,16.71232877,13.42465753,17.26027397,52.60273973,1,3
321_18,11.78082192,9.315068493,11.23287671,67.67123288,1,3
321_221,13.42465753,2.739726027,3.01369863,80.82191781,1,3
321_222,17.26027397,2.739726027,2.739726027,77.26027397,1,3
321_316,18.35616438,0.273972603,0.547945205,80.82191781,1,3
324_155,19.45205479,0.273972603,3.561643836,76.71232877,1,3
325_182,24.10958904,3.835616438,3.287671233,68.76712329,1,3
326_99,7.671232877,5.479452055,83.28767123,3.561643836,1,2
329_186,14.24657534,15.61643836,40.2739726,29.8630137,1,2
329_39,14.79452055,10.4109589,60,14.79452055,1,2
331_330,8.219178082,9.315068493,7.671232877,74.79452055,1,3
333_12,14.24657534,15.34246575,43.56164384,26.84931507,1,2
333_148,5.479452055,24.10958904,23.01369863,47.39726027,1,3
333_157,7.123287671,15.61643836,60.54794521,16.71232877,1,2
333_5,4.657534247,10.68493151,14.79452055,69.8630137,1,3
334_166,17.53424658,14.52054795,30.95890411,36.98630137,1,3
334_168,15.61643836,5.753424658,69.8630137,8.767123288,1,2
337_330,4.657534247,9.04109589,78.63013699,7.671232877,1,2
340_339,18.63013699,5.753424658,67.39726027,8.219178082,1,2
342_260,35.89041096,3.561643836,3.287671233,57.26027397,1,3
342_263,21.91780822,2.191780822,1.095890411,74.79452055,1,3
343_257,25.47945205,9.863013699,39.45205479,25.20547945,1,2
343_260,23.28767123,7.123287671,11.23287671,58.35616438,1,3
343_261,27.67123288,9.863013699,21.64383562,40.82191781,1,3
343_263,29.31506849,1.369863014,3.01369863,66.30136986,1,3
343_342,26.02739726,7.397260274,52.87671233,13.69863014,1,2
346_234,23.28767123,2.465753425,0.821917808,73.42465753,1,3
346_235,23.01369863,0.547945205,1.095890411,75.34246575,1,3
347_234,10.1369863,2.465753425,1.095890411,86.30136986,1,3
347_235,10.95890411,1.095890411,1.095890411,86.84931507,1,3
348_234,20.82191781,8.493150685,4.383561644,66.30136986,1,3
348_235,12.32876712,4.383561644,3.561643836,79.7260274,1,3
348_236,21.09589041,15.89041096,28.49315068,34.52054795,1,3
350_349,30.68493151,10.1369863,18.35616438,40.82191781,1,3
352_351,18.08219178,4.931506849,65.20547945,11.78082192,1,2
357_115,11.23287671,0,0,88.76712329,1,3
357_116,9.04109589,1.643835616,0.273972603,89.04109589,1,3
357_118,17.53424658,0.821917808,0.273972603,81.36986301,1,3
357_126,24.10958904,2.739726027,0.547945205,72.60273973,1,3
357_282,20.2739726,0,0.273972603,79.45205479,1,3
358_114,5.479452055,16.98630137,18.35616438,59.17808219,1,3
358_115,15.34246575,4.657534247,2.739726027,77.26027397,1,3
358_116,13.15068493,8.767123288,9.04109589,69.04109589,1,3
358_117,15.89041096,10.1369863,63.28767123,10.68493151,1,2
358_146,10.4109589,7.397260274,12.87671233,69.31506849,1,3
366_365,27.12328767,13.42465753,52.32876712,7.123287671,1,2
370_369,29.8630137,4.657534247,4.383561644,61.09589041,1,3
375_19,10.4109589,5.479452055,4.931506849,79.17808219,1,3
376_19,8.493150685,2.465753425,88.49315068,0.547945205,1,2
380_376,8.767123288,1.369863014,0.273972603,89.5890411,1,3
380_378,12.60273973,18.35616438,24.10958904,44.93150685,1,3
381_376,9.04109589,30.1369863,29.04109589,31.78082192,1,3
381_378,4.657534247,4.109589041,87.94520548,3.287671233,1,2
381_380,9.589041096,6.301369863,81.64383562,2.465753425,1,2
386_385,12.60273973,10.95890411,61.64383562,14.79452055,1,2
388_387,33.15068493,0.821917808,66.02739726,0,1,2
389_386,24.65753425,14.79452055,49.5890411,10.95890411,1,2
389_387,24.10958904,0,75.61643836,0.273972603,1,2
397_396,23.56164384,12.05479452,46.84931507,17.53424658,1,2
400_170,26.30136986,10.1369863,3.835616438,59.7260274,1,3
400_171,15.06849315,10.68493151,6.301369863,67.94520548,1,3
403_163,24.10958904,0.547945205,75.06849315,0.273972603,1,2
404_164,27.12328767,16.43835616,47.12328767,9.315068493,1,2
407_225,10.68493151,7.671232877,11.50684932,70.1369863,1,3
407_226,9.863013699,9.315068493,12.05479452,68.76712329,1,3
408_223,30.68493151,9.04109589,12.32876712,47.94520548,1,3
408_225,9.589041096,2.191780822,1.643835616,86.57534247,1,3
408_226,4.931506849,5.479452055,2.739726027,86.84931507,1,3
409_387,16.43835616,6.301369863,71.23287671,6.02739726,1,2
409_388,22.19178082,1.369863014,0.821917808,75.61643836,1,3
409_389,16.98630137,0.821917808,0.273972603,81.91780822,1,3
409_394,10.68493151,9.04109589,13.42465753,66.84931507,1,3
410_281,13.69863014,13.97260274,12.60273973,59.7260274,1,3
411_353,20.82191781,6.849315068,56.71232877,15.61643836,1,2
411_354,15.06849315,10.4109589,65.75342466,8.767123288,1,2
412_354,38.63013699,6.301369863,6.02739726,49.04109589,1,3
412_411,35.34246575,1.643835616,0.273972603,62.73972603,1,3
415_413,18.63013699,6.301369863,5.205479452,69.8630137,1,3
415_414,16.43835616,2.191780822,1.643835616,79.7260274,1,3
419_417,15.06849315,13.69863014,55.06849315,16.16438356,1,2
426_268,10.4109589,8.219178082,62.19178082,19.17808219,1,2
426_46,10.1369863,3.835616438,83.83561644,2.191780822,1,2
426_47,12.05479452,1.369863014,85.47945205,1.095890411,1,2
426_54,5.479452055,16.16438356,28.49315068,49.8630137,1,3
427_43,28.21917808,7.123287671,50.1369863,14.52054795,1,2
427_46,28.21917808,6.849315068,39.45205479,25.47945205,1,2
427_47,28.49315068,9.04109589,52.32876712,10.1369863,1,2
427_54,31.23287671,1.643835616,0.821917808,66.30136986,1,3
428_268,36.71232877,9.04109589,28.21917808,26.02739726,1,0
428_426,26.30136986,7.945205479,15.89041096,49.8630137,1,3
428_427,26.30136986,6.849315068,55.34246575,11.50684932,1,2
428_43,28.21917808,4.109589041,63.56164384,4.109589041,1,2
428_45,28.21917808,0.547945205,70.4109589,0.821917808,1,2
428_46,28.21917808,6.575342466,58.08219178,7.123287671,1,2
428_54,31.78082192,5.479452055,5.753424658,56.98630137,1,3
429_324,27.12328767,1.095890411,70.4109589,1.369863014,1,2
436_435,66.57534247,3.835616438,4.383561644,25.20547945,1,0
437_394,6.575342466,3.561643836,4.931506849,84.93150685,1,3
437_409,6.02739726,9.589041096,13.69863014,70.68493151,1,3
439_168,12.60273973,13.69863014,26.57534247,47.12328767,1,3
439_334,13.97260274,7.397260274,11.50684932,67.12328767,1,3
440_349,9.315068493,8.493150685,60.82191781,21.36986301,1,2
440_350,21.64383562,8.767123288,58.90410959,10.68493151,1,2
441_288,24.10958904,12.05479452,38.35616438,25.47945205,1,2
442_376,10.68493151,13.69863014,8.493150685,67.12328767,1,3
442_378,13.15068493,8.767123288,59.17808219,18.90410959,1,2
442_380,11.23287671,9.863013699,60.82191781,18.08219178,1,2
442_381,12.87671233,12.60273973,5.479452055,69.04109589,1,3
443_223,33.97260274,8.767123288,45.75342466,11.50684932,1,2
444_163,68.21917808,0,31.78082192,0,1,0
447_168,13.15068493,7.945205479,75.61643836,3.287671233,1,2
447_334,4.657534247,19.45205479,43.83561644,32.05479452,1,2
447_439,11.50684932,8.219178082,76.71232877,3.561643836,1,2
448_257,26.02739726,0.273972603,73.42465753,0.273972603,1,2
448_261,14.79452055,1.917808219,81.91780822,1.369863014,1,2
450_241,11.50684932,19.17808219,18.63013699,50.68493151,1,3
450_305,9.589041096,17.80821918,35.06849315,37.53424658,1,3
450_306,9.315068493,13.15068493,9.589041096,67.94520548,1,3
450_307,20.2739726,17.26027397,9.863013699,52.60273973,1,3
451_284,13.42465753,3.01369863,81.09589041,2.465753425,1,2
451_288,30.68493151,7.945205479,56.16438356,5.205479452,1,2
451_441,6.849315068,10.1369863,73.69863014,9.315068493,1,2
452_176,8.219178082,16.71232877,53.97260274,21.09589041,1,2
453_234,96.98630137,0.821917808,0.273972603,1.917808219,1,0
453_235,96.71232877,0.821917808,0.273972603,2.191780822,1,0
453_237,96.71232877,1.095890411,0,2.191780822,1,0
453_346,96.71232877,1.369863014,0.273972603,1.643835616,1,0
453_347,96.71232877,1.369863014,1.369863014,0.547945205,1,0
454_19,9.04109589,10.95890411,70.1369863,9.863013699,1,2
454_376,9.863013699,18.35616438,7.397260274,64.38356164,1,3
454_380,10.1369863,5.753424658,76.43835616,7.671232877,1,2
454_381,9.315068493,27.94520548,30.1369863,32.60273973,1,3
454_442,11.50684932,13.69863014,44.93150685,29.8630137,1,2
457_130,22.73972603,4.383561644,70.68493151,2.191780822,1,2
457_98,16.71232877,5.205479452,74.79452055,3.287671233,1,2
458_123,30.95890411,9.863013699,42.73972603,16.43835616,1,2
458_130,26.30136986,7.945205479,60,5.753424658,1,2
45_43,17.80821918,7.397260274,11.78082192,63.01369863,1,3
463_136,18.90410959,11.78082192,10.68493151,58.63013699,1,3
464_136,30.68493151,10.95890411,14.52054795,43.83561644,1,3
464_463,17.26027397,18.90410959,36.98630137,26.84931507,1,2
465_278,10.95890411,3.835616438,4.109589041,81.09589041,1,3
466_278,12.60273973,12.32876712,15.89041096,59.17808219,1,3
46_43,10.4109589,13.97260274,49.8630137,25.75342466,1,2
46_45,17.80821918,7.123287671,67.12328767,7.945205479,1,2
470_193,13.42465753,21.09589041,49.31506849,16.16438356,1,2
470_196,13.97260274,18.08219178,13.97260274,53.97260274,1,3
470_197,11.50684932,6.849315068,77.80821918,3.835616438,1,2
470_200,12.32876712,20.2739726,23.01369863,44.38356164,1,3
470_207,43.83561644,1.643835616,54.24657534,0.273972603,1,2
471_193,10.68493151,15.34246575,17.26027397,56.71232877,1,3
471_196,15.06849315,7.671232877,2.739726027,74.52054795,1,3
471_197,14.52054795,13.42465753,53.69863014,18.35616438,1,2
471_198,6.849315068,12.32876712,17.53424658,63.28767123,1,3
471_200,5.205479452,14.52054795,7.397260274,72.87671233,1,3
471_204,8.219178082,13.42465753,13.15068493,65.20547945,1,3
472_197,43.83561644,7.945205479,38.63013699,9.589041096,1,0
472_471,43.83561644,13.69863014,32.32876712,10.1369863,1,0
473_192,13.69863014,8.219178082,61.64383562,16.43835616,1,2
473_198,9.04109589,20,33.97260274,36.98630137,1,3
473_203,10.1369863,16.98630137,32.32876712,40.54794521,1,3
473_204,10.95890411,16.16438356,29.31506849,43.56164384,1,3
473_206,13.69863014,16.98630137,31.78082192,37.53424658,1,3
473_470,15.34246575,16.16438356,33.97260274,34.52054795,1,3
473_471,14.52054795,12.60273973,50.68493151,22.19178082,1,2
473_472,43.83561644,7.123287671,37.26027397,11.78082192,1,0
474_200,6.02739726,17.26027397,25.47945205,51.23287671,1,3
474_203,13.97260274,20,29.8630137,36.16438356,1,3
474_204,8.767123288,19.17808219,30.95890411,41.09589041,1,3
474_206,15.89041096,16.71232877,33.15068493,34.24657534,1,3
474_470,15.89041096,15.89041096,31.23287671,36.98630137,1,3
475_191,80.82191781,3.01369863,14.79452055,1.369863014,1,0
475_193,44.38356164,11.78082192,19.45205479,24.38356164,1,0
475_195,64.10958904,7.123287671,10.1369863,18.63013699,1,0
475_196,48.76712329,8.767123288,4.657534247,37.80821918,1,0
475_197,47.94520548,4.383561644,43.56164384,4.109589041,1,0
475_205,55.06849315,8.493150685,16.16438356,20.2739726,1,0
475_207,80.82191781,2.191780822,16.71232877,0.273972603,1,0
475_472,80.82191781,3.01369863,10.4109589,5.753424658,1,0
