location,city,region,lat,lon,device,start_date,end_date
514,Manchester,"North West",53.48273,-2.2419,1431,29/09/2016,04/04/2017
514,Manchester,"North West",53.48273,-2.2419,1515,04/04/2017,""
1018,Gloucester,"South West",51.86634,-2.24748,1811,20/09/2017,""
918,Wakefield,"Yorkshire and the Humber",53.68259,-1.49667,779,27/07/2017,14/05/2018
1040,Northallerton,"Yorkshire and the Humber",54.34112,-1.43353,1933,23/10/2017,14/03/2018
1040,Northallerton,"Yorkshire and the Humber",54.34112,-1.43353,2046,14/03/2018,13/07/2018
1040,Northallerton,"Yorkshire and the Humber",54.34112,-1.43353,1702,13/07/2018,""
1159,Dorking,"South East",51.2349,-0.32503,865,25/07/2018,""
726,Grays,"East Of England",51.48733,0.2842,898,30/08/2017,""
786,London,"Greater London",51.45524,-0.19297,1210,27/02/2017,12/03/2018
1078,Uxbridge,"Greater London",51.54612,-0.48122,2000,23/11/2017,05/12/2017
1078,Uxbridge,"Greater London",51.54612,-0.48122,2034,05/12/2017,""
786,London,"Greater London",51.45524,-0.19297,2059,12/03/2018,""
1115,London,"Greater London",51.57751,-0.22439,2076,05/04/2018,""
585,Orpington,"Greater London",51.37411,0.09826,1287,25/10/2016,""
678,London,"Greater London",51.51224,-0.09278,1165,26/01/2017,""
926,Aberdeen,Scotland,57.15638,-2.16136,1719,07/08/2017,""
1024,"Kingston Upon Thames","Greater London",51.41038,-0.30807,1895,29/09/2017,""
740,London,"Greater London",51.50778,-0.02234,1267,21/02/2017,""
1035,Leeds,"Yorkshire and the Humber",53.79531,-1.54741,1095,16/10/2017,""
1069,"Kingston Upon Thames","Greater London",51.41102,-0.30103,1857,09/11/2017,03/09/2018
1069,"Kingston Upon Thames","Greater London",51.41102,-0.30103,1681,03/09/2018,""
625,London,"Greater London",51.52891,-0.1262,1222,21/11/2016,09/02/2017
625,London,"Greater London",51.52891,-0.1262,1259,09/02/2017,29/08/2017
625,London,"Greater London",51.52891,-0.1262,1416,29/08/2017,""
978,Cambridge,"East Of England",52.20537,0.12104,1910,05/10/2017,""
525,Bristol,"South West",51.45917,-2.58852,1674,20/10/2016,""
531,Cardiff,Wales,51.47969,-3.17557,996,21/10/2016,""
878,London,"Greater London",51.5225,-0.1109,1023,15/04/2017,""
685,London,"Greater London",51.52313,-0.14401,1114,27/01/2017,""
932,Birmingham,"West Midlands",52.47788,-1.91435,1841,25/09/2017,""
1170,Guildford,"South East",51.23631,-0.57308,1069,28/09/2018,""
577,Cardiff,Wales,51.48318,-3.17308,1587,17/11/2016,15/11/2017
832,London,"Greater London",51.51473,-0.17381,1134,28/03/2017,07/06/2018
1124,Bangor,"Northern Ireland",54.64753,-5.65815,2090,23/05/2018,""
832,London,"Greater London",51.51473,-0.17381,1123,02/07/2018,""
545,London,"Greater London",51.51025,-0.1297,1523,03/07/2017,27/09/2018
981,Leeds,"Yorkshire and the Humber",53.79911,-1.54319,1785,29/09/2017,""
1050,Nottingham,"East Midlands",52.95275,-1.14715,1758,26/10/2017,""
545,London,"Greater London",51.51025,-0.1297,1587,27/09/2018,""
909,"Market Rasen","East Midlands",53.38731,-0.33471,927,12/07/2017,04/04/2018
958,Norwich,"East Of England",52.62669,1.29312,1900,06/10/2017,""
909,"Market Rasen","East Midlands",53.38731,-0.33471,2040,04/04/2018,""
594,London,"Greater London",51.50349,-0.11236,1289,02/11/2016,31/05/2018
766,London,"Greater London",51.51113,-0.08471,1220,22/02/2017,""
571,London,"Greater London",51.5471,-0.17983,1378,13/10/2016,""
522,Bradford,"Yorkshire and the Humber",53.79495,-1.74905,1591,03/02/2017,""
789,London,"Greater London",51.49834,-0.10455,1157,22/03/2017,""
1118,Beckenham,"Greater London",51.40611,-0.02833,870,04/07/2018,""
889,Lutterworth,"East Midlands",52.45558,-1.20001,1707,16/05/2017,16/05/2017
889,Lutterworth,"East Midlands",52.45558,-1.20001,1347,16/05/2017,17/01/2018
723,Chelmsford,"East Of England",51.73375,0.47566,1708,29/08/2017,""
889,Lutterworth,"East Midlands",52.45558,-1.20001,1839,17/01/2018,""
1141,London,"Greater London",51.5077,-0.02284,879,30/05/2018,""
866,Brighton,"South East",50.82401,-0.14442,1084,31/03/2017,""
588,Orpington,"Greater London",51.37932,0.10241,1291,26/10/2016,28/03/2018
772,Liverpool,"North West",53.40377,-2.98728,1175,08/03/2017,21/06/2017
588,Orpington,"Greater London",51.37932,0.10241,1563,30/10/2018,""
746,London,"Greater London",51.50321,-0.07269,1241,26/04/2017,18/01/2018
696,London,"Greater London",51.53455,-0.13924,1141,17/07/2017,""
565,Hull,"Yorkshire and the Humber",53.74471,-0.34288,2049,05/04/2018,""
565,Hull,"Yorkshire and the Humber",53.74471,-0.34288,1499,13/10/2016,05/04/2018
614,Hertford,"East Of England",51.79633,-0.07898,1297,18/11/2016,""
696,London,"Greater London",51.53455,-0.13924,1240,30/01/2017,17/07/2017
746,London,"Greater London",51.50321,-0.07269,1338,13/02/2017,26/04/2017
795,Maidenhead,"South East",51.52071,-0.72244,1147,13/03/2017,""
551,Dorchester,"South West",50.71421,-2.43679,1317,25/11/2016,14/03/2017
551,Dorchester,"South West",50.71421,-2.43679,1211,14/03/2017,""
1056,York,"Yorkshire and the Humber",54.12246,-1.19158,1767,01/11/2017,20/02/2018
1056,York,"Yorkshire and the Humber",54.12246,-1.19158,1984,20/02/2018,""
952,London,"Greater London",51.59321,-0.10707,1444,24/08/2017,""
1092,London,"Greater London",51.5356,-0.10421,1263,18/01/2018,""
608,Croydon,"Greater London",51.37416,-0.09564,1676,16/11/2016,04/05/2017
657,Leeds,"Yorkshire and the Humber",53.80236,-1.544,1126,19/01/2017,""
702,London,"Greater London",51.50571,-0.0843,1189,31/01/2017,""
752,London,"Greater London",51.52463,-0.08742,1584,20/02/2017,20/03/2017
752,London,"Greater London",51.52463,-0.08742,1243,20/03/2017,06/06/2017
608,Croydon,"Greater London",51.37416,-0.09564,1391,04/05/2017,22/02/2018
752,London,"Greater London",51.52463,-0.08742,1260,06/06/2017,""
608,Croydon,"Greater London",51.37416,-0.09564,2061,22/02/2018,""
1001,London,"Greater London",51.52981,-0.12405,1243,12/09/2017,""
502,Bromley,"Greater London",51.4019,0.01612,1365,29/09/2016,26/10/2017
760,Plymouth,"South West",50.37239,-4.14352,1464,24/02/2017,27/02/2017
760,Plymouth,"South West",50.37239,-4.14352,1438,27/02/2017,""
502,Bromley,"Greater London",51.4019,0.01612,1865,26/10/2017,""
651,Nottingham,"East Midlands",52.95393,-1.14758,1150,13/12/2016,""
709,London,"Greater London",51.50076,-0.19242,1439,06/03/2017,""
557,Reading,"South East",51.45572,-0.97391,1385,06/10/2016,01/03/2018
898,Edinburgh,Scotland,55.95132,-3.203,1058,24/05/2017,""
969,Cardiff,Wales,51.48154,-3.17869,1987,14/11/2017,""
557,Reading,"South East",51.45572,-0.97391,2026,01/03/2018,13/06/2018
557,Reading,"South East",51.45572,-0.97391,1402,13/06/2018,13/06/2018
557,Reading,"South East",51.45572,-0.97391,785,13/06/2018,""
605,Liverpool,"North West",53.40403,-2.98011,1417,08/11/2016,""
511,Nottingham,"East Midlands",52.95247,-1.14899,1510,30/09/2016,""
852,London,"Greater London",51.50748,-0.12982,1711,10/04/2017,""
1179,London,"Greater London",51.51447,-0.1478,1856,31/10/2018,""
534,London,"Greater London",51.51014,-0.13252,1390,13/10/2016,10/10/2018
875,London,"Greater London",51.5167,-0.17253,1683,02/05/2017,""
1135,London,"Greater London",51.50606,-0.02238,1514,31/05/2018,""
1058,London,"Greater London",51.5225,-0.1109,2073,11/07/2018,11/07/2018
823,Peterhead,Scotland,57.50522,-1.77879,1684,30/03/2017,""
1037,London,"Greater London",51.5094791,-0.1233737,1756,24/10/2017,""
1043,Northallerton,"Yorkshire and the Humber",54.33952,-1.43564,1932,24/10/2017,""
1156,Dorking,"South East",51.23162,-0.33214,1391,24/07/2018,""
846,London,"Greater London",51.51413,-0.14026,1331,05/04/2017,""
1015,Beckenham,"Greater London",51.40679,-0.03079,1810,15/09/2017,""
1089,London,"Greater London",51.57723,-0.22301,1976,15/01/2018,""
869,Chester,"North West",53.18862,-2.8897,1005,11/05/2017,16/03/2018
992,Bolton,"North West",53.5796,-2.43024,1139,23/08/2017,""
869,Chester,"North West",53.18862,-2.8897,1997,16/03/2018,26/09/2018
1112,Peterborough,"East Of England",52.57393,-0.24589,2025,11/04/2018,""
634,Birmingham,"West Midlands",52.48142624,-1.894659758,1152,29/11/2016,""
892,Edinburgh,Scotland,55.94817,-3.19465,1228,22/05/2017,""
975,Plymouth,"South West",50.37145,-4.14377,1786,03/11/2017,""
574,London,"Greater London",51.51835,-0.1132,1397,11/10/2016,""
671,London,"Greater London",51.509501,-0.084077,1469,26/01/2017,""
688,London,"Greater London",51.49327,-0.14462,1177,30/01/2017,22/01/2018
938,Bristol,"South West",51.45773,-2.58869,1800,20/09/2017,""
1021,Gainsborough,"East Midlands",53.39974,-0.77309,1794,27/09/2017,""
688,London,"Greater London",51.49327,-0.14462,1313,22/01/2018,""
1081,Ormskirk,"North West",53.56926,-2.88103,1999,17/01/2018,""
729,Norwich,"East Of England",52.6268,1.29325,1307,08/02/2017,""
829,London,"Greater London",51.51642,-0.17181,1197,28/03/2017,""
835,Durham,"North East",54.77797,-1.57593,1380,20/04/2017,""
1032,Manchester,"North West",53.48189,-2.23993,1852,16/10/2017,""
681,London,"Greater London",51.50857,-0.10435,1250,26/01/2017,""
929,Aberdeen,Scotland,57.16712,-2.12452,826,08/08/2017,""
1173,"Newcastle Upon Tyne","North East",54.974273,-1.613675,1034,28/09/2018,""
528,Cambridge,"East Of England",52.20595,0.12005,1272,16/12/2016,""
783,Bromley,"Greater London",51.40135,0.01615,1650,27/02/2017,""
1075,London,"Greater London",51.53364,-0.10855,1848,17/11/2017,""
886,Reading,"South East",51.45626,-0.97347,1235,09/05/2017,""
720,Leicester,"East Midlands",52.63679,-1.13676,1451,25/07/2017,27/07/2017
720,Leicester,"East Midlands",52.63679,-1.13676,797,27/07/2017,""
1144,London,"Greater London",51.51089,-0.08958,2006,24/05/2018,""
1072,Gloucester,"South West",51.8627,-2.25165,1982,16/11/2017,""
1121,London,"Greater London",51.53364,-0.12585,2056,25/05/2018,""
617,London,"Greater London",51.52461,-0.13401,1410,09/11/2016,""
568,"Kingston Upon Thames","Greater London",51.41059,-0.30496,1191,08/02/2017,11/04/2017
743,London,"Greater London",51.51236,-0.14383,1353,15/02/2017,""
792,London,"Greater London",51.5052,-0.08958,1096,07/03/2017,""
568,"Kingston Upon Thames","Greater London",51.41059,-0.30496,951,11/04/2017,""
935,Glasgow,Scotland,55.86737,-4.25453,1422,18/08/2017,""
1095,Gloucester,"South West",51.86395,-2.24559,1749,24/01/2018,""
863,Gloucester,"South West",51.86107,-2.25674,825,26/03/2017,""
912,Wakefield,"Yorkshire and the Humber",53.68169,-1.49604,907,26/07/2017,31/10/2017
912,Wakefield,"Yorkshire and the Humber",53.68169,-1.49604,1822,31/10/2017,14/05/2018
542,Edinburgh,Scotland,55.9519,-3.20334,1148,28/04/2017,""
660,Glasgow,Scotland,55.85722,-4.24942,1409,20/01/2017,""
699,London,"Greater London",51.53614,-0.14488,1160,06/02/2017,31/05/2017
699,London,"Greater London",51.53614,-0.14488,1654,31/05/2017,""
1162,Dorking,"South East",51.23266,-0.33089,1476,25/07/2018,""
591,Plymouth,"South West",50.37143,-4.14313,1308,04/11/2016,""
769,London,"Greater London",51.51208,-0.10376,1433,22/02/2017,""
843,Stirling,Scotland,56.11651,-3.9371,1321,24/04/2017,""
1138,London,"Greater London",51.51586,-0.10817,1125,21/05/2018,""
611,Sale,"North West",53.42542,-2.32411,1602,18/11/2016,""
749,London,"Greater London",51.51085,-0.12408,1270,14/02/2017,23/08/2017
749,London,"Greater London",51.51085,-0.12408,1437,23/08/2017,22/01/2018
597,Leicester,"East Midlands",52.63525,-1.12949,1610,09/11/2016,""
763,London,"Greater London",51.51407,-0.09085,1468,20/02/2017,26/01/2018
1012,Beckenham,"Greater London",51.40842,-0.02505,1760,13/09/2017,""
998,London,"Greater London",51.59523,-0.10832,1738,11/09/2017,""
961,Oxford,"South East",51.75297,-1.25839,1834,19/09/2017,""
949,"Leamington Spa","West Midlands",52.29028,-1.53537,1798,22/09/2017,""
548,Chester,"North West",53.1893,-2.89109,1600,06/10/2016,""
554,"Newcastle Upon Tyne","North East",54.97453,-1.6119,1614,14/12/2016,""
806,London,"Greater London",51.51397,-0.12562,1454,14/03/2017,12/09/2017
812,"South Queensferry",Scotland,55.98972,-3.3934,1434,27/03/2017,""
806,London,"Greater London",51.51397,-0.12562,770,12/09/2017,""
1053,Thirsk,"Yorkshire and the Humber",54.23283,-1.34154,1752,30/10/2017,30/10/2017
1053,Thirsk,"Yorkshire and the Humber",54.23283,-1.34154,1773,30/10/2017,""
648,Brighton,"South East",50.83074,-0.13625,1144,09/12/2016,""
654,Chester,"North West",53.18913,-2.89131,1180,16/12/2016,27/04/2018
705,Birmingham,"West Midlands",52.47725,-1.89856,1188,07/03/2017,25/09/2017
705,Birmingham,"West Midlands",52.47725,-1.89856,1797,25/09/2017,""
1152,Nottingham,"East Midlands",52.95373,-1.15184,1094,29/06/2018,""
855,London,"Greater London",51.50717,-0.12682,1138,04/05/2017,""
1101,London,"Greater London",51.51511,-0.14505,2032,07/03/2018,""
906,Gainsborough,"East Midlands",53.3995,-0.77633,1475,11/07/2017,""
955,London,"Greater London",51.51391,-0.15473,1687,22/08/2017,27/09/2018
955,London,"Greater London",51.51391,-0.15473,1478,27/09/2018,""
652,Nottingham,"East Midlands",52.95249,-1.14712,1164,14/12/2016,26/09/2017
993,Bolton,"North West",53.5808,-2.42996,1257,23/08/2017,03/07/2018
652,Nottingham,"East Midlands",52.95249,-1.14712,1740,26/09/2017,09/08/2018
755,London,"Greater London",51.50993,-0.19227,1432,17/02/2017,16/07/2017
755,London,"Greater London",51.50993,-0.19227,1133,16/07/2017,""
970,Coventry,"West Midlands",52.4082,-1.51326,812,22/09/2017,""
1084,Luton,"East Of England",51.875112,-0.439081,1991,21/11/2017,""
606,Bristol,"South West",51.45695,-2.58888,1575,15/11/2016,""
778,London,"Greater London",51.51794,-0.13154,1213,27/02/2017,""
947,Ilford,"Greater London",51.5589,0.07332,1763,14/09/2017,""
1107,Glasgow,Scotland,55.82122,-4.34205,1502,28/06/2018,""
583,London,"Greater London",51.51864,-0.12489,1666,18/10/2016,""
801,London,"Greater London",51.51437,-0.17507,1057,21/03/2017,02/07/2018
924,Aberdeen,Scotland,57.12126,-2.10328,1319,10/08/2017,11/08/2017
924,Aberdeen,Scotland,57.12126,-2.10328,1383,11/08/2017,""
1130,London,"Greater London",51.51644,-0.08084,904,25/05/2018,""
801,London,"Greater London",51.51437,-0.17507,2071,02/07/2018,""
560,Chester,"North West",53.19067,-2.89021,1601,06/10/2016,""
824,Peterhead,Scotland,57.50666,-1.78019,1704,31/03/2017,""
1157,Dorking,"South East",51.23116,-0.33361,1512,24/07/2018,""
537,Leeds,"Yorkshire and the Humber",53.79763,-1.54266,1506,28/09/2016,""
847,Manchester,"North West",53.48167,-2.24493,1186,04/04/2017,""
1180,London,"Greater London",51.5334,-0.10609,1257,31/10/2018,""
870,"Newcastle Upon Tyne","North East",54.97369,-1.61455,1423,21/04/2017,""
1038,Northallerton,"Yorkshire and the Humber",54.34385,-1.43841,1928,24/10/2017,08/08/2018
941,Devizes,"South West",51.35231,-1.99389,1784,31/10/2017,""
1113,Watford,"East Of England",51.65565,-0.3935,2041,09/04/2018,""
1038,Northallerton,"Yorkshire and the Humber",54.34385,-1.43841,1366,08/08/2018,""
893,Edinburgh,Scotland,55.94716,-3.19801,1540,25/05/2017,""
1016,London,"Greater London",51.41443,-0.05217,1813,15/09/2017,""
1136,London,"Greater London",51.51915,-0.09018,2088,22/05/2018,""
738,London,"Greater London",51.50426,-0.11033,1143,13/02/2017,""
987,London,"Greater London",51.53365,-0.17069,1118,31/08/2017,05/04/2018
1067,Lutterworth,"East Midlands",52.45636,-1.20168,1870,10/11/2017,""
623,Chester,"North West",53.19044,-2.89025,1192,23/11/2016,26/09/2018
635,"Leamington Spa","West Midlands",52.29188,-1.53562,1577,02/12/2016,27/04/2018
976,Stirling,Scotland,56.11779,-3.9368,1455,11/08/2017,""
691,London,"Greater London",51.51141,-0.13228,1206,27/01/2017,""
1033,Manchester,"North West",53.47698,-2.23001,1929,16/10/2017,""
672,London,"Greater London",51.51289,-0.09356,1163,26/01/2017,""
1076,London,"Greater London",51.53558,-0.1042,1859,17/11/2017,""
884,Reading,"South East",51.4562,-0.97221,804,09/05/2017,04/10/2017
1168,Bicester,"South East",51.89325,-1.16036,827,15/08/2018,""
1174,"Barnard Castle","North East",54.54285,-1.92399,1384,01/10/2018,""
529,Cardiff,Wales,51.4821,-3.17562,1560,21/10/2016,""
784,Nottingham,"East Midlands",52.95687,-1.14854,1477,01/03/2017,""
682,London,"Greater London",51.50615,-0.14688,1226,27/01/2017,""
930,Aberdeen,Scotland,57.14904,-2.1104,1392,08/08/2017,""
569,"Leamington Spa","West Midlands",52.29231,-1.5357,1127,02/12/2016,""
744,London,"Greater London",51.51895,-0.13958,1266,15/02/2017,""
1073,Gloucester,"South West",51.8666,-2.24807,1936,16/11/2017,26/09/2018
592,Plymouth,"South West",50.37138,-4.13958,1319,04/11/2016,02/03/2017
592,Plymouth,"South West",50.37138,-4.13958,1483,02/03/2017,""
1096,Northallerton,"Yorkshire and the Humber",54.34044,-1.43418,1851,14/02/2018,""
520,Aberdeen,Scotland,57.14559,-2.10194,1405,28/11/2016,""
864,Gloucester,"South West",51.87217,-2.22361,1092,26/03/2017,""
838,Manchester,"North West",53.48524,-2.24183,1064,05/04/2017,""
887,Reading,"South East",51.45702,-0.9701,1685,08/05/2017,""
1165,Dorking,"South East",51.23186,-0.33629,935,26/07/2018,""
643,London,"Greater London",51.53927,-0.14307,1194,30/11/2016,""
913,Wakefield,"Yorkshire and the Humber",53.68184,-1.49607,1761,28/09/2017,14/05/2018
543,Glasgow,Scotland,55.8604,-4.25421,1256,27/04/2017,17/08/2017
543,Glasgow,Scotland,55.8604,-4.25421,1036,17/08/2017,28/06/2018
612,Knutsford,"North West",53.30459,-2.37525,1429,18/11/2016,""
694,London,"Greater London",51.52819,-0.1288,1311,27/01/2017,24/08/2017
694,London,"Greater London",51.52819,-0.1288,1451,24/08/2017,""
663,"Kingston Upon Thames","Greater London",51.40984,-0.3028,1195,17/01/2017,""
844,Edinburgh,Scotland,55.94999,-3.18843,1123,25/04/2017,15/08/2017
844,Edinburgh,Scotland,55.94999,-3.18843,1132,15/08/2017,""
721,Manchester,"North West",53.4659,-2.34816,1578,28/09/2017,""
563,Glasgow,Scotland,55.85779,-4.25278,1415,31/10/2016,""
964,Salisbury,"South West",51.06837,-1.79523,1867,31/10/2017,""
1090,"Richmond Upon Thames","Greater London",51.46262,-0.30246,1305,18/01/2018,""
1139,London,"Greater London",51.51586,-0.10817,2003,21/05/2018,""
700,London,"Greater London",51.52404,-0.15854,1231,06/02/2017,24/08/2017
700,London,"Greater London",51.52404,-0.15854,1368,24/08/2017,04/09/2017
700,London,"Greater London",51.52404,-0.15854,1747,04/09/2017,""
950,Leeds,"Yorkshire and the Humber",53.79732,-1.54394,1825,29/09/2017,""
764,London,"Greater London",51.51586,-0.07939,1305,20/02/2017,18/01/2018
715,Bristol,"South West",51.52542,-2.59541,1804,20/09/2017,""
649,Brighton,"South East",50.82212,-0.1415,1303,06/12/2016,""
655,Cambridge,"East Of England",52.20625,0.12086,1104,16/12/2016,09/10/2018
901,Edinburgh,Scotland,55.95275,-3.20203,1111,24/05/2017,""
907,Gainsborough,"East Midlands",53.39988,-0.77568,932,11/07/2017,27/09/2017
907,Gainsborough,"East Midlands",53.39988,-0.77568,1782,27/09/2017,""
1147,Gloucester,"South West",51.86674,-2.24237,2091,25/06/2018,""
1153,Nottingham,"East Midlands",52.95627,-1.14737,1471,09/08/2018,""
500,London,"Greater London",51.59283,-0.10616,1357,28/09/2016,04/09/2018
506,Birmingham,"West Midlands",52.47858,-1.89522,1513,05/10/2016,05/02/2018
1007,Twickenham,"Greater London",51.4477,-0.32885,1377,11/09/2017,""
1048,Reading,"South East",51.45667,-0.972,1765,23/10/2017,""
1054,York,"Yorkshire and the Humber",54.12162,-1.19171,1864,01/11/2017,""
506,Birmingham,"West Midlands",52.47858,-1.89522,1968,05/02/2018,""
500,London,"Greater London",51.59283,-0.10616,1326,04/09/2018,""
600,London,"Greater London",51.51333,-0.14002,1294,08/11/2016,01/08/2018
858,Gloucester,"South West",51.86419,-2.24513,1705,26/03/2017,""
956,London,"Greater London",51.49251,-0.2625,1137,25/08/2017,""
807,London,"Greater London",51.52684,-0.08921,1078,15/03/2017,""
827,"South Queensferry",Scotland,55.99089,-3.40025,1702,27/03/2017,06/11/2017
804,London,"Greater London",51.51276,-0.13395,1176,13/03/2017,""
921,Aberdeen,Scotland,57.13538,-2.11498,993,09/08/2017,""
1133,Edinburgh,Scotland,55.95362,-3.1929,2066,24/05/2018,""
873,London,"Greater London",51.51431,-0.1492,1122,05/04/2017,""
509,Nottingham,"East Midlands",52.95463,-1.14759,1496,29/09/2016,""
850,Nottingham,"East Midlands",52.95503,-1.14932,1117,11/04/2017,""
996,London,"Greater London",51.57181,-0.19555,982,31/08/2017,""
990,Twickenham,"Greater London",51.44643,-0.32843,1707,01/09/2017,31/01/2018
1064,Edinburgh,Scotland,55.95152,-3.17938,1896,08/11/2017,""
1013,Beckenham,"Greater London",51.4078,-0.02549,1771,13/09/2017,""
944,Exeter,"South West",50.72415,-3.53012,1954,02/11/2017,""
1110,Norwich,"East Of England",52.62507,1.29126,2069,11/04/2018,""
967,Taunton,"South West",51.01422,-3.10316,1871,02/11/2017,""
1087,Northallerton,"Yorkshire and the Humber",54.33779,-1.43357,1752,11/12/2017,""
586,Orpington,"Greater London",51.37566,0.09921,1278,25/10/2016,26/10/2018
927,Aberdeen,Scotland,57.16551,-2.16324,1678,07/08/2017,""
1127,London,"Greater London",51.50479992,-0.01882826,1006,30/05/2018,""
775,Salisbury,"South West",51.06874,-1.79526,1317,15/03/2017,02/02/2018
1036,Birmingham,"West Midlands",52.47813,-1.8986,1915,16/10/2017,24/10/2017
1036,Birmingham,"West Midlands",52.47813,-1.8986,1781,24/10/2017,""
1116,London,"Greater London",51.51298,-0.30313,2084,03/04/2018,""
620,Salisbury,"South West",51.0684,-1.79498,1333,23/11/2016,""
973,Liverpool,"North West",53.40542,-2.98603,1723,04/08/2017,""
727,Liverpool,"North West",53.40349,-2.9863,1442,27/09/2017,20/03/2018
727,Liverpool,"North West",53.40349,-2.9863,1941,20/03/2018,""
572,Otley,"Yorkshire and the Humber",53.90562,-1.69333,1456,11/10/2016,""
735,London,"Greater London",51.50356,-0.10499,1179,09/02/2017,""
984,Oxford,"South East",51.7522,-1.25627,1787,19/09/2017,""
1070,London,"Greater London",51.50307,-0.08406,1963,10/11/2017,""
679,London,"Greater London",51.50483,-0.09078,1247,26/01/2017,27/06/2017
679,London,"Greater London",51.50483,-0.09078,1700,27/06/2017,""
526,Bristol,"South West",51.45889,-2.58578,1328,15/11/2016,""
781,Bromley,"Greater London",51.40565,0.01407,1142,24/02/2017,""
1027,London,"Greater London",51.52138,-0.10399,1735,06/10/2017,""
1030,Manchester,"North West",53.46583,-2.21575,1908,16/10/2017,""
881,London,"Greater London",51.50285,-0.09089,1676,24/05/2017,""
1171,Bracknell,"South East",51.41726,-0.74698,1061,28/09/2018,""
910,"Market Rasen","East Midlands",53.3875,-0.33725,1107,12/07/2017,""
767,London,"Greater London",51.51404,-0.1024,1491,24/02/2017,11/04/2017
767,London,"Greater London",51.51404,-0.1024,1063,11/04/2017,""
933,Glasgow,Scotland,55.89022,-4.31503,1452,18/08/2017,""
523,Brighton,"South East",50.8241,-0.14365,1352,14/10/2016,""
861,Gloucester,"South West",51.8646,-2.24693,1055,26/03/2017,""
1119,Sheffield,"Yorkshire and the Humber",53.37687,-1.47303,1709,06/08/2018,""
497,London,"Greater London",51.5154,-0.13955,1367,27/09/2016,""
546,London,"Greater London",51.51788,-0.11052,1384,27/09/2016,18/06/2017
546,London,"Greater London",51.51788,-0.11052,990,18/06/2017,29/08/2017
546,London,"Greater London",51.51788,-0.11052,1129,29/08/2017,""
566,Hull,"Yorkshire and the Humber",53.74462,-0.34235,1167,02/02/2017,""
747,London,"Greater London",51.51666,-0.12924,1336,14/02/2017,""
741,London,"Greater London",51.51663,-0.1427,1263,15/02/2017,18/01/2018
818,Peterhead,Scotland,57.50533,-1.77834,1686,30/03/2017,""
669,"Kingston Upon Thames","Greater London",51.41001,-0.30656,1102,08/02/2017,03/09/2018
841,Edinburgh,Scotland,55.95249,-3.19855,1151,28/04/2017,""
890,Edinburgh,Scotland,55.94795,-3.19366,1440,22/05/2017,""
724,Reading,"South East",51.45352,-0.97204,1840,18/09/2017,""
718,Sheffield,"Yorkshire and the Humber",53.41421,-1.41131,1803,28/09/2017,""
697,London,"Greater London",51.48221,-0.00987,1224,30/01/2017,""
517,Bradford,"Yorkshire and the Humber",53.79459,-1.75408,1214,03/02/2017,""
540,Sale,"North West",53.42498,-2.32099,1427,29/09/2016,""
589,Orpington,"Greater London",51.37694,0.10001,1665,26/10/2016,""
646,Bromley,"Greater London",51.4018,0.01625,1108,05/12/2016,15/03/2018
904,London,"Greater London",51.5225,-0.1109,1494,03/07/2017,""
646,Bromley,"Greater London",51.4018,0.01625,1285,15/03/2018,04/04/2018
646,Bromley,"Greater London",51.4018,0.01625,1858,04/04/2018,""
1150,Gloucester,"South West",51.86422,-2.24351,1743,26/06/2018,""
761,London,"Greater London",51.51654,-0.13879,1184,22/02/2017,""
810,London,"Greater London",51.51529,-0.17428,1625,21/03/2017,27/03/2017
810,London,"Greater London",51.51529,-0.17428,1685,27/03/2017,01/05/2017
810,London,"Greater London",51.51529,-0.17428,1401,01/05/2017,""
609,Blackpool,"North West",53.8166,-3.05434,1606,16/11/2016,""
703,London,"Greater London",51.507,-0.09067,1249,31/01/2017,""
1057,Derby,"East Midlands",52.91922,-1.47113,1866,30/10/2017,""
1093,"Kingston Upon Thames","Greater London",51.40903,-0.30564,1241,18/01/2018,26/01/2018
1093,"Kingston Upon Thames","Greater London",51.40903,-0.30564,1254,26/01/2018,""
712,Gateshead,"North East",54.95639,-1.66879,1884,15/11/2017,""
603,Norwich,"East Of England",52.6297,1.29666,1283,11/11/2016,01/12/2017
953,London,"Greater London",51.51317,-0.14076,1245,23/08/2017,""
503,Bromley,"Greater London",51.40487,0.01517,1371,29/09/2016,""
552,Lymington,"South East",50.75788,-1.54336,1332,03/11/2016,""
1004,London,"Greater London",51.51253,-0.18747,1739,08/09/2017,""
1051,Thirsk,"Yorkshire and the Humber",54.23277,-1.34391,1934,30/10/2017,""
1099,Northallerton,"Yorkshire and the Humber",54.33691,-1.43392,1503,14/02/2018,""
496,London,"Greater London",51.51688,-0.14251,"","",""
630,Ilford,"Greater London",51.56058,0.06971,"","",""
82,Bury,"North West",53.592075,-2.296512,"","",""
26,Leeds,"Yorkshire and the Humber",53.80169,-1.54492,"","",""
230,Plymouth,"South West",50.36005,-4.09049,"","",""
449,"Leamington Spa","West Midlands",52.29037,-1.53425,"","",""
1009,Bexleyheath,"Greater London",51.45585,0.14617,"","",""
33,London,"Greater London",51.47238,-0.06955,"","",""
167,Edinburgh,Scotland,55.95152,-3.20508,"","",""
478,London,"Greater London",51.51759,-0.12034,"","",""
629,London,"Greater London",51.51287,-0.08435,"","",""
104,Glasgow,Scotland,55.86057,-4.25782,"","",""
626,London,"Greater London",51.52237,-0.1601,"","",""
1000,London,"Greater London",51.5381,-0.14175,"","",""
